"No.","Time","Source","Destination","Protocol","Length","Info"
"23489","300.929339434","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5003863 Ack=8218 Win=49408 Len=1420 TSval=562035871 TSecr=3833925227 [TCP segment of a reassembled PDU]"
"23491","300.930309340","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5005283 Ack=8218 Win=49408 Len=1420 TSval=562035871 TSecr=3833925227 [TCP segment of a reassembled PDU]"
"23492","300.931196098","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5006703 Ack=8218 Win=49408 Len=1420 TSval=562035871 TSecr=3833925227 [TCP segment of a reassembled PDU]"
"23494","300.931939459","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5008123 Ack=8218 Win=49408 Len=1420 TSval=562035871 TSecr=3833925227 [TCP segment of a reassembled PDU]"
"23495","300.933699797","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5009543 Ack=8218 Win=49408 Len=1420 TSval=562035871 TSecr=3833925227 [TCP segment of a reassembled PDU]"
"23497","300.934434874","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5010963 Ack=8218 Win=49408 Len=1420 TSval=562035871 TSecr=3833925227 [TCP segment of a reassembled PDU]"
"23498","300.935286011","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5012383 Ack=8218 Win=49408 Len=1420 TSval=562035872 TSecr=3833925227 [TCP segment of a reassembled PDU]"
"23500","300.936029165","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5013803 Ack=8218 Win=49408 Len=1420 TSval=562035872 TSecr=3833925227 [TCP segment of a reassembled PDU]"
"23501","300.936850339","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5015223 Ack=8218 Win=49408 Len=1420 TSval=562035872 TSecr=3833925227 [TCP segment of a reassembled PDU]"
"23503","300.937419085","173.194.17.136","192.168.0.113","TLSv1.2","1486","Application Data [TCP segment of a reassembled PDU]"
"23504","300.937876420","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5018063 Ack=8218 Win=49408 Len=1420 TSval=562035873 TSecr=3833925227 [TCP segment of a reassembled PDU]"
"23506","300.938265578","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5019483 Ack=8218 Win=49408 Len=1420 TSval=562035873 TSecr=3833925227 [TCP segment of a reassembled PDU]"
"23507","300.938894526","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5020903 Ack=8218 Win=49408 Len=1420 TSval=562035873 TSecr=3833925227 [TCP segment of a reassembled PDU]"
"23509","300.939769405","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5022323 Ack=8218 Win=49408 Len=1420 TSval=562035873 TSecr=3833925227 [TCP segment of a reassembled PDU]"
"23510","300.940165064","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5023743 Ack=8218 Win=49408 Len=1420 TSval=562035873 TSecr=3833925227 [TCP segment of a reassembled PDU]"
"23512","300.940663078","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5025163 Ack=8218 Win=49408 Len=1420 TSval=562035880 TSecr=3833925239 [TCP segment of a reassembled PDU]"
"23513","300.941056336","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5026583 Ack=8218 Win=49408 Len=1420 TSval=562035880 TSecr=3833925239 [TCP segment of a reassembled PDU]"
"23515","300.941926036","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5028003 Ack=8218 Win=49408 Len=1420 TSval=562035880 TSecr=3833925239 [TCP segment of a reassembled PDU]"
"23516","300.942320482","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5029423 Ack=8218 Win=49408 Len=1420 TSval=562035880 TSecr=3833925239 [TCP segment of a reassembled PDU]"
"23518","300.942803604","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5030843 Ack=8218 Win=49408 Len=1420 TSval=562035880 TSecr=3833925239 [TCP segment of a reassembled PDU]"
"23519","300.943300581","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5032263 Ack=8218 Win=49408 Len=1420 TSval=562035880 TSecr=3833925239 [TCP segment of a reassembled PDU]"
"23521","300.943976648","173.194.17.136","192.168.0.113","TLSv1.2","1486","Application Data [TCP segment of a reassembled PDU]"
"23522","300.944455860","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5035103 Ack=8218 Win=49408 Len=1420 TSval=562035881 TSecr=3833925239 [TCP segment of a reassembled PDU]"
"23524","300.944943897","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5036523 Ack=8218 Win=49408 Len=1420 TSval=562035882 TSecr=3833925239 [TCP segment of a reassembled PDU]"
"23525","300.945419498","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5037943 Ack=8218 Win=49408 Len=1420 TSval=562035882 TSecr=3833925239 [TCP segment of a reassembled PDU]"
"23527","300.946585958","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5039363 Ack=8218 Win=49408 Len=1420 TSval=562035883 TSecr=3833925239 [TCP segment of a reassembled PDU]"
"23528","300.946909673","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5040783 Ack=8218 Win=49408 Len=1420 TSval=562035883 TSecr=3833925239 [TCP segment of a reassembled PDU]"
"23530","300.947353802","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5042203 Ack=8218 Win=49408 Len=1420 TSval=562035884 TSecr=3833925239 [TCP segment of a reassembled PDU]"
"23531","300.948009284","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5043623 Ack=8218 Win=49408 Len=1420 TSval=562035884 TSecr=3833925239 [TCP segment of a reassembled PDU]"
"23533","300.951685645","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5045043 Ack=8218 Win=49408 Len=1420 TSval=562035885 TSecr=3833925239 [TCP segment of a reassembled PDU]"
"23534","300.952170518","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5046463 Ack=8218 Win=49408 Len=1420 TSval=562035885 TSecr=3833925239 [TCP segment of a reassembled PDU]"
"23536","300.952632838","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5047883 Ack=8218 Win=49408 Len=1420 TSval=562035886 TSecr=3833925239 [TCP segment of a reassembled PDU]"
"23537","300.953126624","173.194.17.136","192.168.0.113","TLSv1.2","1486","Application Data [TCP segment of a reassembled PDU]"
"23539","300.954212107","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5050723 Ack=8218 Win=49408 Len=1420 TSval=562035886 TSecr=3833925239 [TCP segment of a reassembled PDU]"
"23540","300.954630389","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5052143 Ack=8218 Win=49408 Len=1420 TSval=562035887 TSecr=3833925239 [TCP segment of a reassembled PDU]"
"23542","300.955137027","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5053563 Ack=8218 Win=49408 Len=1420 TSval=562035887 TSecr=3833925239 [TCP segment of a reassembled PDU]"
"23543","300.955590552","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5054983 Ack=8218 Win=49408 Len=1420 TSval=562035888 TSecr=3833925239 [TCP segment of a reassembled PDU]"
"23545","300.956601313","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5056403 Ack=8218 Win=49408 Len=1420 TSval=562035888 TSecr=3833925239 [TCP segment of a reassembled PDU]"
"23546","300.957138679","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5057823 Ack=8218 Win=49408 Len=1420 TSval=562035891 TSecr=3833925247 [TCP segment of a reassembled PDU]"
"23548","300.957562328","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5059243 Ack=8218 Win=49408 Len=1420 TSval=562035891 TSecr=3833925247 [TCP segment of a reassembled PDU]"
"23549","300.958049938","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5060663 Ack=8218 Win=49408 Len=1420 TSval=562035891 TSecr=3833925247 [TCP segment of a reassembled PDU]"
"23551","300.958821216","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5062083 Ack=8218 Win=49408 Len=1420 TSval=562035891 TSecr=3833925247 [TCP segment of a reassembled PDU]"
"23552","300.959181994","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5063503 Ack=8218 Win=49408 Len=1420 TSval=562035891 TSecr=3833925247 [TCP segment of a reassembled PDU]"
"23554","300.959666755","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5064923 Ack=8218 Win=49408 Len=1420 TSval=562035891 TSecr=3833925247 [TCP segment of a reassembled PDU]"
"23555","300.960035865","173.194.17.136","192.168.0.113","TLSv1.2","1486","Application Data [TCP segment of a reassembled PDU]"
"23557","300.961011324","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5067763 Ack=8218 Win=49408 Len=1420 TSval=562035891 TSecr=3833925247 [TCP segment of a reassembled PDU]"
"23558","300.961468379","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5069183 Ack=8218 Win=49408 Len=1420 TSval=562035891 TSecr=3833925247 [TCP segment of a reassembled PDU]"
"23560","300.962036520","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5070603 Ack=8218 Win=49408 Len=1420 TSval=562035892 TSecr=3833925247 [TCP segment of a reassembled PDU]"
"23561","300.962546608","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5072023 Ack=8218 Win=49408 Len=1420 TSval=562035892 TSecr=3833925247 [TCP segment of a reassembled PDU]"
"23563","300.963279198","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5073443 Ack=8218 Win=49408 Len=1420 TSval=562035892 TSecr=3833925247 [TCP segment of a reassembled PDU]"
"23564","300.963717389","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5074863 Ack=8218 Win=49408 Len=1420 TSval=562035893 TSecr=3833925247 [TCP segment of a reassembled PDU]"
"23566","300.964220376","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5076283 Ack=8218 Win=49408 Len=1420 TSval=562035893 TSecr=3833925247 [TCP segment of a reassembled PDU]"
"23567","300.964701584","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5077703 Ack=8218 Win=49408 Len=1420 TSval=562035893 TSecr=3833925247 [TCP segment of a reassembled PDU]"
"23569","300.965459438","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5079123 Ack=8218 Win=49408 Len=1420 TSval=562035894 TSecr=3833925247 [TCP segment of a reassembled PDU]"
"23570","300.966200329","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5080543 Ack=8218 Win=49408 Len=1420 TSval=562035894 TSecr=3833925247 [TCP segment of a reassembled PDU]"
"23572","300.966599361","173.194.17.136","192.168.0.113","TLSv1.2","1486","Application Data [TCP segment of a reassembled PDU]"
"23573","300.967036244","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5083383 Ack=8218 Win=49408 Len=1420 TSval=562035895 TSecr=3833925247 [TCP segment of a reassembled PDU]"
"23575","300.967490331","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5084803 Ack=8218 Win=49408 Len=1420 TSval=562035895 TSecr=3833925247 [TCP segment of a reassembled PDU]"
"23576","300.968049869","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5086223 Ack=8218 Win=49408 Len=1420 TSval=562035895 TSecr=3833925247 [TCP segment of a reassembled PDU]"
"23578","300.968351995","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5087643 Ack=8218 Win=49408 Len=1420 TSval=562035901 TSecr=3833925259 [TCP segment of a reassembled PDU]"
"23579","300.968699486","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5089063 Ack=8218 Win=49408 Len=1420 TSval=562035901 TSecr=3833925259 [TCP segment of a reassembled PDU]"
"23581","300.969073215","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5090483 Ack=8218 Win=49408 Len=1420 TSval=562035901 TSecr=3833925259 [TCP segment of a reassembled PDU]"
"23582","300.969560755","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5091903 Ack=8218 Win=49408 Len=1420 TSval=562035901 TSecr=3833925259 [TCP segment of a reassembled PDU]"
"23584","300.969771448","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5093323 Ack=8218 Win=49408 Len=1420 TSval=562035901 TSecr=3833925259 [TCP segment of a reassembled PDU]"
"23585","300.970204266","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5094743 Ack=8218 Win=49408 Len=1420 TSval=562035901 TSecr=3833925259 [TCP segment of a reassembled PDU]"
"23587","300.970428107","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5096163 Ack=8218 Win=49408 Len=1420 TSval=562035902 TSecr=3833925259 [TCP segment of a reassembled PDU]"
"23588","300.973004986","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5097583 Ack=8218 Win=49408 Len=1420 TSval=562035902 TSecr=3833925259 [TCP segment of a reassembled PDU]"
"23590","300.973180225","173.194.17.136","192.168.0.113","TLSv1.2","1486","Application Data [TCP segment of a reassembled PDU]"
"23591","300.973520235","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5100423 Ack=8218 Win=49408 Len=1420 TSval=562035903 TSecr=3833925259 [TCP segment of a reassembled PDU]"
"23593","300.973751346","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5101843 Ack=8218 Win=49408 Len=1420 TSval=562035903 TSecr=3833925259 [TCP segment of a reassembled PDU]"
"23594","300.974394080","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5103263 Ack=8218 Win=49408 Len=1420 TSval=562035903 TSecr=3833925259 [TCP segment of a reassembled PDU]"
"23596","300.974776647","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5104683 Ack=8218 Win=49408 Len=1420 TSval=562035904 TSecr=3833925259 [TCP segment of a reassembled PDU]"
"23597","300.975031588","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5106103 Ack=8218 Win=49408 Len=1420 TSval=562035904 TSecr=3833925259 [TCP segment of a reassembled PDU]"
"23599","300.975413073","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5107523 Ack=8218 Win=49408 Len=1420 TSval=562035904 TSecr=3833925259 [TCP segment of a reassembled PDU]"
"23600","300.975999285","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5108943 Ack=8218 Win=49408 Len=1420 TSval=562035905 TSecr=3833925259 [TCP segment of a reassembled PDU]"
"23602","300.976423560","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5110363 Ack=8218 Win=49408 Len=1420 TSval=562035905 TSecr=3833925259 [TCP segment of a reassembled PDU]"
"23603","300.976638342","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5111783 Ack=8218 Win=49408 Len=1420 TSval=562035906 TSecr=3833925259 [TCP segment of a reassembled PDU]"
"23605","300.976955859","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5113203 Ack=8218 Win=49408 Len=1420 TSval=562035906 TSecr=3833925259 [TCP segment of a reassembled PDU]"
"23606","300.977698651","173.194.17.136","192.168.0.113","TLSv1.2","1486","Application Data [TCP segment of a reassembled PDU]"
"23608","300.978128431","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5116043 Ack=8218 Win=49408 Len=1420 TSval=562035907 TSecr=3833925259 [TCP segment of a reassembled PDU]"
"23609","300.978387955","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5117463 Ack=8218 Win=49408 Len=1420 TSval=562035907 TSecr=3833925259 [TCP segment of a reassembled PDU]"
"23611","300.978717934","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5118883 Ack=8218 Win=49408 Len=1420 TSval=562035907 TSecr=3833925259 [TCP segment of a reassembled PDU]"
"23612","300.979402908","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5120303 Ack=8218 Win=49408 Len=1420 TSval=562035908 TSecr=3833925259 [TCP segment of a reassembled PDU]"
"23614","300.979856537","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5121723 Ack=8218 Win=49408 Len=1420 TSval=562035908 TSecr=3833925259 [TCP segment of a reassembled PDU]"
"23615","300.980144694","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5123143 Ack=8218 Win=49408 Len=1420 TSval=562035908 TSecr=3833925259 [TCP segment of a reassembled PDU]"
"23617","300.980363617","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5124563 Ack=8218 Win=49408 Len=1420 TSval=562035909 TSecr=3833925259 [TCP segment of a reassembled PDU]"
"23618","300.982150467","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5125983 Ack=8218 Win=49408 Len=1420 TSval=562035909 TSecr=3833925259 [TCP segment of a reassembled PDU]"
"23620","300.982361932","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5127403 Ack=8218 Win=49408 Len=1420 TSval=562035909 TSecr=3833925259 [TCP segment of a reassembled PDU]"
"23621","300.982796640","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5128823 Ack=8218 Win=49408 Len=1420 TSval=562035910 TSecr=3833925259 [TCP segment of a reassembled PDU]"
"23623","300.983004725","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5130243 Ack=8218 Win=49408 Len=1420 TSval=562035910 TSecr=3833925259 [TCP segment of a reassembled PDU]"
"23624","300.983542514","173.194.17.136","192.168.0.113","TLSv1.2","1486","Application Data [TCP segment of a reassembled PDU]"
"23626","300.983798985","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5133083 Ack=8218 Win=49408 Len=1420 TSval=562036012 TSecr=3833925265 [TCP segment of a reassembled PDU]"
"23627","300.984127938","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5134503 Ack=8218 Win=49408 Len=1420 TSval=562036012 TSecr=3833925265 [TCP segment of a reassembled PDU]"
"23629","300.984473804","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5135923 Ack=8218 Win=49408 Len=1420 TSval=562036012 TSecr=3833925265 [TCP segment of a reassembled PDU]"
"23630","300.984924679","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5137343 Ack=8218 Win=49408 Len=1420 TSval=562036171 TSecr=3833925265 [TCP segment of a reassembled PDU]"
"23632","300.985230756","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5138763 Ack=8218 Win=49408 Len=1420 TSval=562036362 TSecr=3833925310 [TCP segment of a reassembled PDU]"
"23633","300.985553488","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5140183 Ack=8218 Win=49408 Len=1420 TSval=562036362 TSecr=3833925310 [TCP segment of a reassembled PDU]"
"23635","300.985858222","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5141603 Ack=8218 Win=49408 Len=1420 TSval=562036392 TSecr=3833925741 [TCP segment of a reassembled PDU]"
"23636","300.986624690","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5143023 Ack=8218 Win=49408 Len=1420 TSval=562036392 TSecr=3833925741 [TCP segment of a reassembled PDU]"
